StudyHours,Attendance,PreviousScore,AssignmentScore,WritingSkills,ReadingSkills,ComputerSkills,PercentScore,Grade,Pass/Fail
1.4,64.3,84.3,29.0,2,6,6,51.46,C,Pass
4.5,89.0,31.0,40.2,10,1,3,54.68,C,Pass
2.8,50.7,72.8,32.3,2,3,10,54.32,C,Pass
3.2,61.0,58.8,32.6,2,6,7,53.49,C,Pass
1.2,54.0,42.0,50.0,1,4,4,37.2,F,Fail
2.3,87.6,66.6,65.9,6,9,5,64.5,B,Pass
1.2,59.7,92.0,29.6,6,6,4,54.21,C,Pass
5.4,96.4,41.2,49.3,6,3,2,59.94,C,Pass
2.2,70.5,90.6,34.2,1,7,8,59.63,C,Pass
3.8,86.0,38.4,63.2,6,5,1,54.88,C,Pass
1.2,91.2,94.5,66.3,8,10,5,70.49,B+,Pass
4.3,97.7,97.2,27.1,4,3,1,63.33,B,Pass
2.6,73.1,77.6,94.3,2,8,4,65.26,B,Pass
5.5,83.6,35.3,57.3,8,3,10,68.78,B,Pass
5.4,68.2,62.2,99.9,2,8,8,76.96,B+,Pass
2.6,64.2,62.7,81.2,6,4,3,57.68,C,Pass
5.5,84.3,46.6,95.3,1,6,10,73.38,B+,Pass
6.0,70.2,90.2,76.5,4,3,6,78.04,B+,Pass
5.1,78.6,34.6,23.2,1,4,2,47.39,F,Fail
5.2,59.9,48.6,90.7,4,2,9,67.54,B,Pass
2.2,85.7,34.2,60.9,1,9,10,55.06,C,Pass
3.9,98.5,42.3,91.7,3,3,2,57.78,C,Pass
1.3,76.9,45.9,65.0,7,6,6,53.12,C,Pass
1.5,76.0,92.0,78.2,2,4,9,63.33,B,Pass
6.0,92.7,31.9,24.5,3,8,2,57.92,C,Pass
2.6,57.6,64.0,60.3,5,5,8,59.2,C,Pass
4.7,69.7,50.5,91.9,1,8,9,70.18,B+,Pass
5.0,58.7,93.8,28.9,8,10,2,73.66,B+,Pass
5.3,77.3,30.5,76.3,4,9,4,65.0,B,Pass
6.0,80.8,43.6,82.1,5,8,9,77.29,B+,Pass
2.2,95.7,86.0,99.3,10,3,6,73.76,B+,Pass
1.2,91.5,67.1,31.5,5,7,9,56.45,C,Pass
3.1,82.3,54.5,58.2,8,7,5,62.98,B,Pass
1.7,88.7,80.3,79.6,3,4,2,56.68,C,Pass
1.1,81.4,92.8,92.3,10,1,8,68.59,B,Pass
2.8,78.5,53.8,91.2,3,4,3,56.18,C,Pass
4.9,52.4,55.8,23.6,2,2,3,49.33,F,Fail
3.8,51.2,78.9,47.0,6,4,8,65.1,B,Pass
2.6,92.6,72.9,30.2,7,8,5,62.42,B,Pass
4.3,64.1,79.0,90.7,2,4,7,69.96,B,Pass
2.2,67.5,74.6,45.6,5,1,8,55.04,C,Pass
1.1,72.5,38.9,99.8,5,5,4,50.34,C,Pass
4.8,52.1,37.6,96.7,7,5,1,61.32,B,Pass
4.1,98.1,75.6,30.7,7,5,6,67.72,B,Pass
4.8,55.2,38.6,44.7,7,7,7,62.08,B,Pass
1.2,98.4,36.0,37.5,2,4,8,43.26,F,Fail
5.2,85.4,52.4,29.0,7,1,7,61.79,B,Pass
4.1,97.2,93.5,55.5,1,3,6,67.82,B,Pass
3.8,52.6,80.8,71.7,1,9,2,63.42,B,Pass
4.1,72.4,52.8,21.0,2,9,1,51.99,C,Pass
5.3,97.6,53.3,57.8,4,2,7,65.96,B,Pass
3.9,82.3,43.6,77.5,5,2,6,59.36,C,Pass
3.9,77.3,60.3,88.1,1,6,5,63.62,B,Pass
6.0,83.6,77.7,47.5,9,7,6,80.91,A,Pass
4.8,59.3,95.4,43.3,1,4,1,61.48,B,Pass
3.2,87.3,38.9,96.8,3,2,5,55.78,C,Pass
4.5,63.8,37.3,38.4,7,7,3,56.46,C,Pass
2.9,64.1,42.9,91.9,10,3,9,64.52,B,Pass
2.1,79.9,70.1,22.1,9,1,2,49.23,F,Fail
4.0,51.1,75.9,62.1,4,10,5,68.4,B,Pass
5.6,52.7,31.9,93.0,7,1,3,60.6,B,Pass
5.6,50.8,98.7,38.6,2,5,7,71.94,B+,Pass
2.7,88.3,85.6,37.6,4,1,6,57.67,C,Pass
3.6,51.3,46.1,58.7,7,3,6,55.86,C,Pass
2.1,54.8,73.7,98.2,3,5,3,58.04,C,Pass
6.0,80.3,72.3,73.6,9,2,8,80.15,A,Pass
5.9,73.7,75.2,84.7,9,6,8,85.48,A,Pass
4.2,68.3,94.0,90.6,8,5,10,83.72,A,Pass
5.0,67.8,34.4,30.6,1,10,1,51.97,C,Pass
4.6,93.0,82.1,62.5,4,4,9,74.6,B+,Pass
4.0,53.9,99.3,79.9,2,2,7,69.2,B,Pass
1.3,96.3,92.6,63.6,7,2,5,61.52,B,Pass
3.3,61.8,59.5,59.6,7,7,1,58.19,C,Pass
4.4,74.4,74.3,59.6,6,8,10,76.56,B+,Pass
4.4,97.9,50.8,98.0,8,5,1,68.79,B,Pass
2.9,81.9,78.5,36.9,2,6,9,61.95,B,Pass
5.7,62.6,65.8,64.5,3,2,4,64.18,B,Pass
1.8,99.1,89.7,85.5,8,10,5,75.36,B+,Pass
3.5,90.7,82.4,26.4,9,6,10,72.63,B+,Pass
4.5,65.7,31.4,66.8,8,1,4,55.44,C,Pass
4.5,80.0,98.1,74.6,8,9,1,79.72,B+,Pass
4.2,77.8,57.4,95.6,6,1,3,63.27,B,Pass
2.4,80.8,42.3,48.6,10,7,9,61.54,B,Pass
1.8,56.1,92.6,29.1,4,8,9,61.32,B,Pass
4.2,82.3,74.7,27.7,8,2,2,59.86,C,Pass
4.0,60.7,78.2,96.6,7,3,1,67.11,B,Pass
1.9,66.0,40.3,80.6,8,8,9,61.36,B,Pass
4.5,77.3,84.2,69.6,8,10,5,80.22,A,Pass
3.3,60.7,83.0,37.5,7,3,8,63.64,B,Pass
4.3,94.6,98.6,67.5,3,10,9,83.44,A,Pass
5.2,70.9,77.3,53.7,1,5,5,66.27,B,Pass
1.8,58.3,36.7,46.1,8,10,9,56.12,C,Pass
1.1,53.0,56.6,98.2,10,1,9,58.58,C,Pass
4.9,89.1,36.6,50.9,1,1,5,52.3,C,Pass
4.0,91.4,67.6,40.6,5,3,10,66.13,B,Pass
4.5,54.0,46.1,57.9,4,2,1,50.61,C,Pass
5.2,77.1,34.0,69.5,1,4,2,54.44,C,Pass
5.0,82.7,65.1,97.8,10,2,6,77.22,B+,Pass
5.8,95.4,58.5,35.1,9,8,3,72.63,B+,Pass
3.7,52.4,38.1,47.0,3,3,4,46.61,F,Fail
3.4,67.4,92.8,96.4,1,3,1,63.0,B,Pass
3.0,56.0,57.9,68.4,3,5,1,51.34,C,Pass
1.8,71.4,77.2,45.1,4,8,1,53.4,C,Pass
3.9,68.6,31.9,52.0,5,7,8,58.24,C,Pass
2.4,79.8,37.7,78.2,4,3,3,48.74,F,Fail
5.6,83.8,83.3,28.7,1,10,9,75.91,B+,Pass
3.9,98.2,47.9,53.6,4,3,9,61.44,B,Pass
4.0,58.1,75.5,49.8,9,2,1,60.16,B,Pass
2.8,90.0,89.8,34.0,6,9,7,69.75,B,Pass
1.3,92.3,89.6,69.0,3,2,4,56.18,C,Pass
1.2,78.3,79.2,60.9,2,6,4,53.56,C,Pass
3.1,89.4,81.2,23.0,1,7,7,60.09,B,Pass
1.4,67.5,35.3,46.0,6,3,5,42.08,F,Fail
4.0,51.7,83.4,25.5,6,1,10,62.85,B,Pass
5.4,57.5,39.4,84.7,9,9,10,77.9,B+,Pass
5.4,58.4,79.9,80.1,9,4,10,82.43,A,Pass
4.3,93.8,71.3,43.4,7,6,3,66.91,B,Pass
2.1,97.9,36.8,61.7,2,3,9,50.64,C,Pass
5.3,70.1,63.9,71.4,1,5,6,66.9,B,Pass
5.4,82.8,82.5,90.0,2,4,3,73.0,B+,Pass
2.0,65.2,57.7,50.2,6,5,2,49.48,F,Fail
4.7,72.3,94.7,27.1,7,1,2,63.77,B,Pass
2.4,81.0,75.9,27.9,1,8,9,58.86,C,Pass
5.0,92.8,40.0,46.6,6,1,5,58.27,C,Pass
6.0,71.3,43.1,68.9,7,9,2,70.24,B+,Pass
1.2,84.9,49.9,29.8,5,5,9,49.24,F,Fail
5.5,62.4,89.7,60.3,3,6,3,71.71,B+,Pass
4.1,66.4,86.3,91.6,9,10,9,86.35,A,Pass
5.9,61.0,75.5,98.8,7,8,3,81.4,A,Pass
3.3,93.3,81.3,49.9,10,7,10,77.34,B+,Pass
5.2,55.9,87.7,21.3,7,1,2,61.51,B,Pass
1.3,88.5,80.2,66.3,1,1,6,52.04,C,Pass
2.7,81.6,62.7,99.6,1,1,5,56.58,C,Pass
1.3,82.5,52.1,85.0,7,1,5,52.22,C,Pass
5.9,93.8,91.2,85.4,10,4,1,83.59,A,Pass
5.1,76.5,71.4,60.4,8,3,6,71.96,B+,Pass
5.3,53.8,57.1,27.5,6,10,5,65.98,B,Pass
5.7,96.6,57.7,96.8,9,6,8,84.4,A,Pass
1.4,66.9,59.9,65.3,7,2,5,51.06,C,Pass
2.9,51.5,48.6,47.3,1,3,10,50.0,C,Pass
1.4,76.7,45.9,52.0,7,3,3,45.54,F,Fail
2.1,67.9,69.3,48.2,9,7,9,64.74,B,Pass
2.1,95.6,32.1,78.6,9,7,3,56.78,C,Pass
3.3,75.5,33.6,58.6,5,3,5,50.94,C,Pass
2.3,52.7,90.6,33.4,9,7,1,59.13,C,Pass
1.5,61.9,45.3,69.3,9,5,8,55.91,C,Pass
1.8,61.2,32.4,32.7,9,3,6,44.32,F,Fail
1.7,88.2,99.4,20.5,1,9,3,56.54,C,Pass
5.9,53.3,44.4,79.0,8,1,9,69.88,B,Pass
4.8,66.3,63.5,62.1,10,4,4,69.02,B,Pass
5.8,83.5,89.4,77.8,2,10,7,84.57,A,Pass
3.2,80.7,80.3,82.0,2,9,9,73.24,B+,Pass
2.4,82.4,53.9,50.1,7,9,6,60.83,B,Pass
5.0,78.0,40.7,58.6,3,5,7,61.76,B,Pass
2.6,58.8,72.5,73.5,4,6,3,58.43,C,Pass
2.5,83.7,61.5,53.8,5,7,7,60.82,B,Pass
2.2,97.5,33.5,39.6,8,7,10,57.86,C,Pass
1.6,52.1,61.6,93.8,1,10,7,59.08,C,Pass
2.3,68.1,40.5,90.0,7,10,6,62.64,B,Pass
2.8,64.6,70.5,95.1,5,4,5,63.55,B,Pass
4.4,57.4,99.6,22.2,8,8,3,70.57,B+,Pass
1.3,63.2,35.2,90.3,2,7,5,47.86,F,Fail
2.1,51.3,76.8,69.1,4,4,4,55.1,C,Pass
5.0,82.1,97.3,56.4,10,10,8,89.0,A,Pass
1.7,80.6,51.5,87.2,4,6,9,59.82,C,Pass
2.7,75.2,73.3,77.7,4,2,7,61.3,B,Pass
5.3,65.7,98.6,84.6,2,10,8,85.11,A,Pass
1.8,98.8,72.8,92.6,6,9,6,70.17,B+,Pass
1.4,81.0,89.2,38.8,4,3,2,50.82,C,Pass
3.4,94.4,99.0,53.7,1,9,9,74.84,B+,Pass
2.5,65.3,94.1,26.3,2,1,1,48.0,F,Fail
3.8,87.8,92.8,78.1,2,3,10,73.89,B+,Pass
5.0,50.3,81.6,37.2,3,8,9,71.01,B+,Pass
1.7,83.8,60.5,27.4,10,9,3,56.42,C,Pass
3.9,87.4,66.5,55.4,8,7,5,69.28,B,Pass
3.5,63.5,38.0,96.8,8,8,1,61.37,B,Pass
1.7,99.9,48.8,46.7,9,1,8,54.0,C,Pass
4.1,74.9,48.5,92.1,5,9,1,64.83,B,Pass
2.4,68.5,61.2,80.9,3,4,2,52.88,C,Pass
3.4,59.2,80.0,99.9,6,10,7,77.5,B+,Pass
1.4,57.8,41.1,56.5,6,9,2,47.13,F,Fail
3.3,60.3,71.8,39.9,4,1,5,53.16,C,Pass
2.5,76.8,94.2,73.5,8,8,1,69.26,B,Pass
5.1,76.8,53.8,33.4,3,1,5,55.54,C,Pass
1.3,76.5,56.6,41.8,4,1,7,45.27,F,Fail
3.1,93.0,40.6,81.2,6,6,8,64.03,B,Pass
3.3,50.1,76.2,92.3,6,6,4,67.1,B,Pass
4.6,63.3,68.0,46.4,9,9,9,75.69,B+,Pass
3.9,94.3,82.6,85.3,3,1,1,63.48,B,Pass
4.3,55.0,97.6,56.2,4,8,10,77.53,B+,Pass
4.9,59.7,81.2,62.0,3,5,9,72.17,B+,Pass
5.3,66.3,42.5,32.1,2,6,8,59.27,C,Pass
2.6,90.6,83.5,80.7,6,10,8,76.44,B+,Pass
3.7,79.2,88.1,34.2,3,9,9,70.88,B+,Pass
5.2,77.8,83.6,84.4,1,6,7,76.14,B+,Pass
5.9,96.3,97.1,27.2,7,8,4,80.59,A,Pass
5.4,74.4,40.9,79.9,7,4,1,63.25,B,Pass
2.9,97.4,52.1,84.6,9,6,3,65.06,B,Pass
2.0,56.7,54.0,21.3,4,10,9,53.36,C,Pass
3.4,70.0,75.1,26.8,1,4,9,57.4,C,Pass
4.7,91.1,83.8,25.3,8,4,9,73.66,B+,Pass
3.5,57.5,53.0,64.2,10,7,6,65.63,B,Pass
3.4,58.8,98.7,99.7,5,1,5,70.11,B+,Pass
5.2,69.1,88.6,98.8,3,2,10,79.68,B+,Pass
2.8,96.4,59.8,72.8,9,6,4,65.71,B,Pass
5.3,59.1,40.5,85.5,4,7,9,70.06,B+,Pass
3.0,97.8,59.7,55.0,5,3,10,62.96,B,Pass
2.6,83.6,82.1,43.8,5,5,4,59.86,C,Pass
3.3,73.6,48.6,63.7,3,3,9,57.26,C,Pass
4.8,50.9,56.4,56.3,4,1,3,54.84,C,Pass
1.6,76.2,39.9,85.2,9,7,2,54.78,C,Pass
2.0,70.8,89.7,28.6,5,9,9,64.8,B,Pass
5.8,89.5,89.6,78.3,8,9,5,88.3,A,Pass
1.9,78.0,46.4,32.7,3,5,1,40.9,F,Fail
3.8,98.7,66.6,58.9,10,7,9,76.56,B+,Pass
3.9,55.6,32.4,23.0,2,10,7,51.71,C,Pass
3.4,95.7,93.2,81.4,1,7,6,72.68,B+,Pass
4.2,69.0,91.1,95.1,5,5,7,77.74,B+,Pass
2.1,75.4,81.0,52.8,1,4,7,56.11,C,Pass
3.8,92.7,99.1,58.3,2,4,1,64.99,B,Pass
2.9,84.2,88.1,59.6,2,6,9,67.98,B,Pass
4.3,97.3,51.4,52.9,4,10,2,63.72,B,Pass
1.7,99.2,59.0,22.3,9,10,5,58.82,C,Pass
3.9,82.1,91.6,93.4,5,3,8,76.72,B+,Pass
1.9,78.0,67.1,37.7,5,9,10,61.83,B,Pass
2.4,62.6,84.9,68.8,5,3,2,57.4,C,Pass
2.1,63.8,47.5,41.3,10,7,5,54.85,C,Pass
1.9,62.7,66.8,30.8,3,5,7,50.19,C,Pass
5.1,89.2,61.3,87.5,7,6,9,79.77,B+,Pass
2.4,80.8,30.8,39.9,10,4,2,47.36,F,Fail
5.6,86.8,37.5,32.0,8,3,2,58.26,C,Pass
5.8,90.8,77.9,44.0,1,5,10,74.36,B+,Pass
3.9,94.7,80.1,77.6,4,3,7,70.74,B+,Pass
1.7,57.3,55.7,69.1,6,8,9,59.82,C,Pass
2.9,93.8,37.8,44.5,9,7,1,54.1,C,Pass
5.0,82.3,31.1,56.2,2,10,1,57.44,C,Pass
2.8,95.9,79.4,99.4,4,10,9,78.55,B+,Pass
1.4,96.4,71.5,40.8,2,2,1,44.24,F,Fail
3.8,71.3,76.5,70.1,7,3,4,65.97,B,Pass
5.2,85.7,41.0,71.0,10,10,6,76.27,B+,Pass
5.0,91.3,38.1,96.0,8,10,4,75.06,B+,Pass
1.9,62.9,61.9,81.8,4,5,5,55.64,C,Pass
4.4,74.3,43.8,99.0,9,6,4,69.83,B,Pass
2.1,63.0,60.5,85.6,5,3,4,54.66,C,Pass
2.1,54.4,85.5,31.4,2,2,6,49.92,F,Fail
5.4,84.9,44.3,66.6,1,3,9,64.16,B,Pass
2.2,78.6,54.4,56.5,2,5,1,46.74,F,Fail
2.3,70.0,83.7,64.6,8,3,6,63.82,B,Pass
1.0,60.6,58.4,64.6,2,8,4,48.35,F,Fail
5.4,59.5,70.0,23.1,4,8,9,69.52,B,Pass
5.0,64.0,44.7,53.4,2,3,4,54.58,C,Pass
4.1,99.1,90.9,86.1,10,10,4,85.95,A,Pass
4.8,98.1,52.6,67.6,10,4,7,73.3,B+,Pass
1.8,92.2,62.5,38.8,1,6,8,52.86,C,Pass
3.3,53.4,43.8,62.2,10,1,3,52.82,C,Pass
2.8,91.6,44.5,94.9,8,10,10,73.72,B+,Pass
1.5,87.8,60.6,24.2,3,8,7,51.56,C,Pass
3.4,96.9,43.7,72.9,4,7,2,58.15,C,Pass
5.6,73.3,99.5,70.4,9,6,10,90.16,A+,Pass
1.2,75.7,69.4,96.7,3,9,1,57.22,C,Pass
2.5,78.4,34.4,80.4,6,1,5,50.5,C,Pass
2.0,77.3,36.4,22.8,3,2,5,38.25,F,Fail
2.2,65.7,62.3,93.8,5,4,4,58.02,C,Pass
5.5,58.1,33.6,39.6,1,8,1,52.15,C,Pass
3.3,85.6,82.3,99.9,4,2,5,68.32,B,Pass
3.3,95.6,79.5,28.4,8,9,8,71.9,B+,Pass
4.8,83.3,82.9,31.1,10,3,6,71.92,B+,Pass
1.8,91.5,82.7,62.4,7,9,3,65.39,B,Pass
3.4,76.1,42.8,65.2,5,7,2,55.69,C,Pass
3.1,75.3,92.6,26.5,5,10,1,63.06,B,Pass
4.0,99.3,88.6,58.6,8,1,1,66.87,B,Pass
6.0,99.7,67.7,58.1,3,6,3,71.61,B+,Pass
4.8,80.4,47.4,79.2,3,10,10,73.97,B+,Pass
3.0,68.5,93.3,37.4,1,4,7,59.78,C,Pass
5.1,68.6,83.7,49.8,3,5,8,71.66,B+,Pass
1.9,83.6,30.3,71.9,2,9,8,53.32,C,Pass
1.2,61.2,57.7,97.6,7,9,4,59.98,C,Pass
2.0,99.0,56.3,27.0,10,5,1,52.02,C,Pass
2.7,85.6,71.5,38.0,2,3,9,56.94,C,Pass
3.6,58.1,47.7,22.8,9,2,8,54.56,C,Pass
4.1,68.2,92.8,92.9,10,9,5,84.36,A,Pass
5.6,61.2,40.6,25.5,1,7,3,53.5,C,Pass
3.5,54.3,48.5,56.7,4,5,9,58.06,C,Pass
3.5,82.2,46.6,21.7,6,8,8,59.12,C,Pass
1.3,55.2,40.3,62.5,1,8,5,44.17,F,Fail
1.2,69.8,55.0,75.7,3,4,10,53.89,C,Pass
3.8,83.5,46.5,22.6,6,3,2,49.56,F,Fail
3.2,58.1,65.6,83.9,4,9,4,64.6,B,Pass
5.2,94.2,95.7,56.9,9,7,4,82.68,A,Pass
1.8,59.2,33.3,81.6,4,9,2,48.68,F,Fail
1.1,80.5,84.6,75.8,3,3,2,52.97,C,Pass
3.2,96.2,88.2,85.9,4,9,1,71.35,B+,Pass
2.2,54.8,35.1,63.5,5,1,3,41.58,F,Fail
1.2,55.2,55.1,37.6,7,5,10,51.74,C,Pass
4.6,56.3,90.0,25.1,6,4,1,61.3,B,Pass
1.6,67.9,71.0,93.9,7,4,3,59.03,C,Pass
4.0,83.6,68.4,24.8,2,2,4,53.18,C,Pass
2.4,76.9,53.3,63.5,2,7,6,55.14,C,Pass
1.9,64.9,35.3,77.8,4,2,5,45.58,F,Fail
2.9,80.9,52.5,40.2,8,10,3,59.84,C,Pass
5.0,72.3,32.3,27.7,5,4,9,57.46,C,Pass
3.0,67.6,52.2,85.5,3,5,7,59.64,C,Pass
4.8,69.1,94.8,80.9,7,10,1,79.94,B+,Pass
1.6,68.0,87.2,62.5,4,9,9,66.38,B,Pass
4.9,75.6,42.7,23.5,9,10,10,70.36,B+,Pass
2.2,69.0,58.8,21.6,5,8,3,49.64,F,Fail
4.4,66.0,84.3,60.3,8,7,7,76.32,B+,Pass
3.8,66.1,97.5,87.5,8,3,1,71.31,B+,Pass
5.6,60.9,69.7,57.7,5,3,7,69.57,B,Pass
2.9,60.5,51.2,98.1,9,1,7,62.16,B,Pass
1.3,64.3,67.6,81.8,5,3,5,53.8,C,Pass
1.1,98.6,96.9,48.0,7,9,10,71.68,B+,Pass
5.1,60.2,80.7,72.6,10,6,3,76.48,B+,Pass
3.6,72.2,30.3,77.3,4,6,6,56.79,C,Pass
4.9,95.4,81.0,66.1,6,8,2,75.31,B+,Pass
2.2,50.6,79.4,98.9,7,8,7,70.54,B+,Pass
2.7,80.2,85.7,62.1,4,6,8,67.56,B,Pass
1.2,93.5,81.3,70.2,5,3,5,58.0,C,Pass
5.8,58.4,48.9,44.2,4,1,1,53.9,C,Pass
4.3,90.6,98.8,93.8,2,8,1,76.03,B+,Pass
5.7,82.3,74.2,98.3,3,3,3,73.32,B+,Pass
2.3,91.1,89.0,35.5,1,7,10,63.89,B,Pass
4.1,53.5,30.6,83.8,9,7,3,60.97,B,Pass
4.4,53.5,49.5,88.2,2,8,6,64.56,B,Pass
2.6,57.1,92.3,67.1,8,4,4,65.25,B,Pass
5.2,98.9,33.9,71.4,1,10,1,61.88,B,Pass
5.7,94.0,51.0,44.1,9,7,10,77.56,B+,Pass
5.4,78.6,33.6,95.4,3,4,2,61.17,B,Pass
4.7,76.4,38.8,84.2,1,10,9,68.77,B,Pass
2.4,62.8,61.7,76.2,8,6,7,63.74,B,Pass
2.4,60.6,54.3,27.5,1,8,3,45.36,F,Fail
5.8,61.7,95.2,27.8,2,10,7,76.34,B+,Pass
1.1,86.5,50.4,83.3,4,10,7,59.14,C,Pass
4.6,81.7,82.5,44.0,1,9,8,71.8,B+,Pass
4.5,75.1,40.9,33.9,8,9,5,62.82,B,Pass
4.1,91.7,30.3,91.0,10,10,3,69.8,B,Pass
6.0,53.0,59.6,56.5,7,5,3,67.68,B,Pass
2.6,51.8,77.4,29.3,4,8,4,55.32,C,Pass
2.7,91.0,83.2,53.7,4,2,5,59.76,C,Pass
1.4,70.8,34.4,82.1,4,1,2,40.6,F,Fail
3.2,83.3,71.6,97.2,9,8,7,77.61,B+,Pass
2.3,70.2,42.4,95.8,1,8,5,55.19,C,Pass
2.7,71.9,65.9,74.9,7,9,9,70.7,B+,Pass
5.2,51.1,92.4,21.3,5,2,5,64.21,B,Pass
5.7,76.5,32.8,61.9,8,10,9,74.94,B+,Pass
1.9,51.8,72.5,57.4,9,5,5,58.52,C,Pass
2.9,67.6,61.1,49.6,4,10,5,60.08,B,Pass
5.6,56.8,35.9,30.9,4,6,6,57.69,C,Pass
1.3,60.9,87.2,63.4,8,6,10,66.6,B,Pass
1.5,95.4,98.4,44.4,5,3,10,64.8,B,Pass
1.8,98.5,86.6,73.7,2,2,8,61.76,B,Pass
4.0,51.7,48.1,44.6,10,1,3,53.88,C,Pass
1.8,95.7,51.4,87.8,2,6,10,60.79,B,Pass
5.8,92.6,80.5,22.7,6,6,6,73.99,B+,Pass
3.2,75.8,73.2,24.2,7,1,1,51.31,C,Pass
3.5,74.2,54.1,36.7,8,1,6,55.45,C,Pass
2.2,69.3,46.9,23.2,9,3,5,47.94,F,Fail
3.4,82.7,53.6,80.9,4,9,10,70.4,B+,Pass
4.3,59.1,82.8,72.0,1,1,6,62.61,B,Pass
4.8,53.7,86.3,37.3,7,7,5,70.74,B+,Pass
4.8,99.0,53.9,28.4,10,7,5,68.84,B,Pass
3.9,91.1,70.7,42.0,7,6,6,67.68,B,Pass
5.5,69.0,33.5,49.1,8,5,4,61.64,B,Pass
5.1,53.3,54.8,83.8,3,3,2,60.0,B,Pass
4.8,97.9,67.3,44.1,3,4,6,65.43,B,Pass
1.3,52.6,94.5,59.6,5,1,1,50.02,C,Pass
1.0,50.1,33.8,37.8,9,4,10,46.13,F,Fail
2.1,64.4,84.1,56.3,6,9,10,69.31,B,Pass
4.3,87.3,71.9,68.8,7,8,8,77.22,B+,Pass
3.1,92.3,51.4,70.4,5,8,3,61.04,B,Pass
3.0,79.2,81.7,79.6,5,1,1,59.28,C,Pass
5.4,73.0,39.5,77.9,1,3,7,61.46,B,Pass
5.5,50.7,77.7,94.4,8,10,4,82.66,A,Pass
5.5,67.4,31.1,57.0,2,2,2,51.06,C,Pass
2.6,54.2,46.3,36.4,2,8,3,45.86,F,Fail
4.5,61.0,48.8,74.6,10,6,9,72.49,B+,Pass
2.4,53.4,35.8,49.8,1,4,3,39.36,F,Fail
2.0,94.8,48.8,48.3,10,4,4,54.92,C,Pass
1.9,85.4,83.8,63.8,9,5,5,65.66,B,Pass
2.7,72.7,31.0,97.2,2,3,10,55.4,C,Pass
3.1,96.6,62.7,51.6,5,1,10,61.48,B,Pass
5.2,60.4,65.8,24.7,5,9,3,64.0,B,Pass
1.6,97.7,83.1,67.6,10,4,9,70.09,B+,Pass
4.7,53.7,94.3,65.4,10,2,7,76.56,B+,Pass
3.7,90.0,81.7,68.2,6,2,7,69.46,B,Pass
2.4,66.4,78.5,55.5,9,10,10,73.19,B+,Pass
3.5,56.6,78.8,43.4,6,1,8,60.87,B,Pass
2.5,83.1,38.0,93.9,3,2,7,53.9,C,Pass
4.0,81.8,87.0,33.1,8,2,3,63.9,B,Pass
3.2,96.7,35.4,92.0,7,2,3,57.12,C,Pass
1.8,63.8,39.8,30.5,9,6,10,53.1,C,Pass
1.6,88.3,63.3,51.0,10,4,9,61.7,B,Pass
3.7,96.1,97.9,51.4,9,10,5,80.6,A,Pass
5.5,72.8,82.5,26.9,1,5,1,60.94,B,Pass
2.7,70.8,36.8,32.1,3,4,4,42.9,F,Fail
4.7,68.4,34.4,44.6,8,10,5,63.93,B,Pass
4.3,99.2,72.8,57.6,4,4,10,71.96,B+,Pass
5.7,80.4,36.2,59.8,8,8,2,66.86,B,Pass
5.1,96.1,43.8,25.4,8,8,2,62.77,B,Pass
3.8,72.5,81.4,96.0,8,1,3,69.2,B,Pass
4.3,94.1,72.4,87.6,8,5,5,75.85,B+,Pass
5.5,73.1,41.8,23.4,7,4,7,61.27,B,Pass
3.0,57.9,45.8,54.4,4,3,9,53.4,C,Pass
2.6,80.0,52.0,89.1,4,4,3,55.76,C,Pass
1.1,93.5,82.8,84.9,9,4,4,64.18,B,Pass
5.1,51.7,55.5,21.8,4,2,8,56.72,C,Pass
5.0,64.2,77.6,57.4,8,7,2,71.43,B+,Pass
1.5,97.3,80.1,45.9,10,9,5,66.64,B,Pass
3.9,63.5,68.4,76.5,10,1,3,64.53,B,Pass
3.3,69.9,83.1,42.0,2,5,8,62.26,B,Pass
1.6,66.4,39.7,92.3,1,7,7,51.81,C,Pass
5.9,63.0,68.9,85.5,6,3,2,70.95,B+,Pass
2.1,69.6,94.6,38.0,10,4,9,67.71,B,Pass
1.3,92.6,52.9,63.3,2,3,6,48.18,F,Fail
4.0,66.5,38.0,35.1,5,6,5,53.42,C,Pass
4.7,85.2,52.2,63.0,4,9,7,69.82,B,Pass
1.2,62.3,52.8,35.0,9,2,9,49.48,F,Fail
4.3,59.0,93.5,55.4,7,8,4,73.78,B+,Pass
3.7,90.4,96.4,89.8,10,10,5,86.41,A,Pass
1.5,56.4,74.8,27.5,4,1,8,47.46,F,Fail
1.9,88.7,68.3,77.8,5,4,7,61.22,B,Pass
3.8,81.8,54.9,88.7,2,2,9,63.41,B,Pass
2.5,76.8,71.1,92.4,8,7,8,72.32,B+,Pass
5.7,73.0,37.9,43.9,4,10,6,66.16,B,Pass
5.1,76.8,88.5,63.2,1,4,4,68.68,B,Pass
5.9,56.3,30.6,21.4,7,7,5,59.09,C,Pass
2.3,62.3,40.7,62.0,1,3,4,42.9,F,Fail
5.8,51.0,57.6,37.2,2,3,3,56.28,C,Pass
3.2,85.0,43.9,62.0,2,2,10,55.58,C,Pass
2.7,89.9,72.3,79.3,5,2,2,58.76,C,Pass
1.3,84.5,97.7,47.7,9,10,7,71.23,B+,Pass
1.3,85.4,92.6,97.2,2,9,7,69.47,B,Pass
